"","farm","date","visit","genus","row_cover","sf_nsfcut_border","cut_border","sum_inflr","log.sum_genus_inflr","tot_sf_nsfcut_border_inflr","log.sum_sf_nsf_border_inflr","tot_cut_or_border_inflr","log.sum_cutborder_inflr","tot_ast_inflr","log.sum_ast_inflr"
"1","GOLO","7/26/2021",1,"ageratum","row","nsfcut","cut",524.4,2.71966268301805,1033.35,3.01424744380783,1058.35,3.02462931413766,1461.55,3.1648136772731
"2","GOLO","7/26/2021",1,"centaurea","row","nsfcut","cut",35,1.54406804435028,1033.35,3.01424744380783,1058.35,3.02462931413766,1461.55,3.1648136772731
"3","GOLO","7/26/2021",1,"cosmos","row","nsfcut","cut",11,1.04139268515823,1033.35,3.01424744380783,1058.35,3.02462931413766,1461.55,3.1648136772731
"4","GOLO","7/26/2021",1,"dahlia","row","nsfcut","cut",16,1.20411998265592,1033.35,3.01424744380783,1058.35,3.02462931413766,1461.55,3.1648136772731
"5","GOLO","7/26/2021",1,"eutrochium","row","border","border",403.2,2.60552052343747,403.2,2.60552052343747,403.2,2.60552052343747,1461.55,3.1648136772731
"6","GOLO","7/26/2021",1,"helianthus","row","sf","cut",25,1.39794000867204,25,1.39794000867204,1058.35,3.02462931413766,1461.55,3.1648136772731
"7","GOLO","7/26/2021",1,"zinnia","row","nsfcut","cut",446.95,2.65025894161369,1033.35,3.01424744380783,1058.35,3.02462931413766,1461.55,3.1648136772731
"8","GOLO","8/11/2021",2,"ageratum","row","nsfcut","cut",583.1,2.76574304142104,1592.1,3.20197034234905,1626.1,3.21114724981449,2160.7,3.33459447193228
"9","GOLO","8/11/2021",2,"centaurea","row","nsfcut","cut",244.8,2.38881141347352,1592.1,3.20197034234905,1626.1,3.21114724981449,2160.7,3.33459447193228
"10","GOLO","8/11/2021",2,"cosmos","row","nsfcut","cut",26,1.41497334797082,1592.1,3.20197034234905,1626.1,3.21114724981449,2160.7,3.33459447193228
"11","GOLO","8/11/2021",2,"dahlia","row","nsfcut","cut",66,1.81954393554187,1592.1,3.20197034234905,1626.1,3.21114724981449,2160.7,3.33459447193228
"12","GOLO","8/11/2021",2,"eutrochium","cover","border","border",276,2.44090908206522,534.6,2.72802895442052,534.6,2.72802895442052,2160.7,3.33459447193228
"13","GOLO","8/11/2021",2,"eutrochium","row","border","border",258.6,2.41262852054438,534.6,2.72802895442052,534.6,2.72802895442052,2160.7,3.33459447193228
"14","GOLO","8/11/2021",2,"helianthus","row","sf","cut",34,1.53147891704226,34,1.53147891704226,1626.1,3.21114724981449,2160.7,3.33459447193228
"15","GOLO","8/11/2021",2,"zinnia","row","nsfcut","cut",672.2,2.82749850813346,1592.1,3.20197034234905,1626.1,3.21114724981449,2160.7,3.33459447193228
"16","GOLO","8/18/2021",3,"ageratum","row","nsfcut","cut",739.3,2.86882070619752,2326.5,3.36670305686929,2389.5,3.37830703485681,2742.5,3.43814663624675
"17","GOLO","8/18/2021",3,"centaurea","row","nsfcut","cut",256,2.40823996531185,2326.5,3.36670305686929,2389.5,3.37830703485681,2742.5,3.43814663624675
"18","GOLO","8/18/2021",3,"cosmos","row","nsfcut","cut",67,1.82607480270083,2326.5,3.36670305686929,2389.5,3.37830703485681,2742.5,3.43814663624675
"19","GOLO","8/18/2021",3,"dahlia","row","nsfcut","cut",70,1.84509804001426,2326.5,3.36670305686929,2389.5,3.37830703485681,2742.5,3.43814663624675
"20","GOLO","8/18/2021",3,"erigeron","row","nsfcut","cut",264,2.42160392686983,2326.5,3.36670305686929,2389.5,3.37830703485681,2742.5,3.43814663624675
"21","GOLO","8/18/2021",3,"eutrochium","row","border","border",353,2.54777470538782,353,2.54777470538782,353,2.54777470538782,2742.5,3.43814663624675
"22","GOLO","8/18/2021",3,"helianthus","row","sf","cut",63,1.79934054945358,63,1.79934054945358,2389.5,3.37830703485681,2742.5,3.43814663624675
"23","GOLO","8/18/2021",3,"zinnia","row","nsfcut","cut",930.2,2.9685763351755,2326.5,3.36670305686929,2389.5,3.37830703485681,2742.5,3.43814663624675
"24","LASA","8/12/2021",2,"ageratum","row","nsfcut","cut",416,2.61909333062674,5713.3,3.75688702905335,6007.3,3.77867932082554,20719.92222,4.31638812078902
"25","LASA","8/12/2021",2,"aster","row","nsfcut","cut",1592.8,3.20216124701935,5713.3,3.75688702905335,6007.3,3.77867932082554,20719.92222,4.31638812078902
"26","LASA","8/12/2021",2,"dahlia","row","nsfcut","cut",1453.5,3.16241503610645,5713.3,3.75688702905335,6007.3,3.77867932082554,20719.92222,4.31638812078902
"27","LASA","8/12/2021",2,"helianthus","row","sf","cut",294,2.46834733041216,294,2.46834733041216,6007.3,3.77867932082554,20719.92222,4.31638812078902
"28","LASA","8/12/2021",2,"rudbeckia","row","border","border",3590.4,3.55514283524005,14712.62222,4.16769008361707,14712.62222,4.16769008361707,20719.92222,4.31638812078902
"29","LASA","8/12/2021",2,"rudbeckia","row","nsfcut","cut",85,1.92941892571429,5713.3,3.75688702905335,6007.3,3.77867932082554,20719.92222,4.31638812078902
"30","LASA","8/12/2021",2,"tanacetum","cover","border","border",11122.22222,4.04619156795322,14712.62222,4.16769008361707,14712.62222,4.16769008361707,20719.92222,4.31638812078902
"31","LASA","8/12/2021",2,"zinnia","row","nsfcut","cut",2166,3.3356584522893,5713.3,3.75688702905335,6007.3,3.77867932082554,20719.92222,4.31638812078902
"32","LASA","8/19/2021",3,"ageratum","row","nsfcut","cut",336.2,2.52659770910345,2130.7,3.32852230587734,2400.2,3.38024743141055,11894.2,4.07533523685084
"33","LASA","8/19/2021",3,"aster","row","nsfcut","cut",308,2.48855071650044,2130.7,3.32852230587734,2400.2,3.38024743141055,11894.2,4.07533523685084
"34","LASA","8/19/2021",3,"helianthus","row","sf","cut",269.5,2.43055876952276,269.5,2.43055876952276,2400.2,3.38024743141055,11894.2,4.07533523685084
"35","LASA","8/19/2021",3,"rudbeckia","row","border","border",2844,3.45392959205773,9494,3.97744922738234,9494,3.97744922738234,11894.2,4.07533523685084
"36","LASA","8/19/2021",3,"rudbeckia","row","nsfcut","cut",156,2.19312459835446,2130.7,3.32852230587734,2400.2,3.38024743141055,11894.2,4.07533523685084
"37","LASA","8/19/2021",3,"tanacetum","cover","border","border",6650,3.8228216453031,9494,3.97744922738234,9494,3.97744922738234,11894.2,4.07533523685084
"38","LASA","8/19/2021",3,"zinnia","row","nsfcut","cut",1330.5,3.12401487888741,2130.7,3.32852230587734,2400.2,3.38024743141055,11894.2,4.07533523685084
"39","LASA","8/3/2021",1,"ageratum","row","nsfcut","cut",380,2.57978359661681,2140.7,3.330555809063,2272.7,3.35654211194876,13717.7,4.13728130079909
"40","LASA","8/3/2021",1,"dahlia","row","nsfcut","cut",77,1.88649072517248,2140.7,3.330555809063,2272.7,3.35654211194876,13717.7,4.13728130079909
"41","LASA","8/3/2021",1,"erigeron","row","border","border",5175,3.71391035412896,11445,4.05861579701056,11445,4.05861579701056,13717.7,4.13728130079909
"42","LASA","8/3/2021",1,"helianthus","row","sf","cut",132,2.12057393120585,132,2.12057393120585,2272.7,3.35654211194876,13717.7,4.13728130079909
"43","LASA","8/3/2021",1,"rudbeckia","row","border","border",3510,3.54530711646582,11445,4.05861579701056,11445,4.05861579701056,13717.7,4.13728130079909
"44","LASA","8/3/2021",1,"rudbeckia","row","nsfcut","cut",4,0.602059991327962,2140.7,3.330555809063,2272.7,3.35654211194876,13717.7,4.13728130079909
"45","LASA","8/3/2021",1,"zinnia","row","nsfcut","cut",1679.7,3.22523172221465,2140.7,3.330555809063,2272.7,3.35654211194876,13717.7,4.13728130079909
"46","LASA","8/4/2021",1,"tanacetum","cover","border","border",2760,3.44090908206522,11445,4.05861579701056,11445,4.05861579701056,13717.7,4.13728130079909
"47","LAUR","7/20/2021",1,"cosmos","row","nsfcut","cut",941,2.97358962342726,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"48","LAUR","7/21/2021",1,"ageratum","row","nsfcut","cut",271.4,2.43360984332372,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"49","LAUR","7/21/2021",1,"cosmos","row","nsfcut","cut",291.5,2.46463855909503,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"50","LAUR","7/21/2021",1,"rudbeckia","row","nsfcut","cut",130.1,2.11427729656159,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"51","LAUR","7/21/2021",1,"zinnia","row","nsfcut","cut",2470.5,3.39278485822544,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"52","LAUR","7/22/2021",1,"ageratum","row","nsfcut","cut",50,1.69897000433602,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"53","LAUR","7/22/2021",1,"calendula","row","nsfcut","cut",1149.7,3.06058453136086,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"54","LAUR","7/22/2021",1,"cosmos","row","nsfcut","cut",7,0.845098040014257,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"55","LAUR","7/22/2021",1,"zinnia","row","nsfcut","cut",14823.26666667,4.1709439215229,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"56","LAUR","7/23/2021",1,"ageratum","row","nsfcut","cut",2795,3.44638181222244,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"57","LAUR","7/23/2021",1,"aster","row","nsfcut","cut",20,1.30102999566398,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"58","LAUR","7/23/2021",1,"centaurea","row","nsfcut","cut",33.6,1.52633927738984,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"59","LAUR","7/23/2021",1,"cosmos","row","nsfcut","cut",504.7,2.70303330473369,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"60","LAUR","7/23/2021",1,"zinnia","row","nsfcut","cut",210,2.32221929473392,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403,23697.76666667,4.37470741900403
"61","LAUR","8/16/2021",3,"ageratum","row","nsfcut","cut",2456.26190473,3.39027467261356,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"62","LAUR","8/16/2021",3,"aster","row","nsfcut","cut",12.9,1.11058971029925,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"63","LAUR","8/16/2021",3,"calendula","row","nsfcut","cut",3111.6181818,3.49298630049288,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"64","LAUR","8/16/2021",3,"centaurea","row","nsfcut","cut",214.2,2.33081946649584,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"65","LAUR","8/16/2021",3,"cosmos","row","nsfcut","cut",42777.1166666,4.63121150819282,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"66","LAUR","8/16/2021",3,"helichrysum","row","nsfcut","cut",669.2,2.82555593229036,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"67","LAUR","8/16/2021",3,"helipterum","row","nsfcut","cut",718.8,2.85660806843694,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"68","LAUR","8/16/2021",3,"rudbeckia","row","nsfcut","cut",832.5,2.92038424217836,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"69","LAUR","8/16/2021",3,"silphium","cover","border","border",21303.6666667,4.32845435818373,23573.2444447,4.37241935967581,23573.2444447,4.37241935967581,135007.62691213,5.130358303549
"70","LAUR","8/16/2021",3,"solidago","cover","border","border",2269.577778,3.35594507052342,23573.2444447,4.37241935967581,23573.2444447,4.37241935967581,135007.62691213,5.130358303549
"71","LAUR","8/16/2021",3,"tagetes","row","nsfcut","cut",397,2.59879050676312,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"72","LAUR","8/16/2021",3,"xerochrysum","row","nsfcut","cut",99,1.99563519459755,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"73","LAUR","8/16/2021",3,"zinnia","row","nsfcut","cut",60145.7857143,4.77920520266267,111434.38246743,5.04701921069436,111434.38246743,5.04701921069436,135007.62691213,5.130358303549
"74","LAUR","8/4/2021",2,"ageratum","row","nsfcut","cut",1389.73333333,3.14293147437369,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"75","LAUR","8/4/2021",2,"calendula","row","nsfcut","cut",2553.4,3.40711885404642,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"76","LAUR","8/4/2021",2,"cosmos","row","nsfcut","cut",1616.563808379,3.20859285158907,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"77","LAUR","8/4/2021",2,"helichrysum","row","nsfcut","cut",98.4,1.99299509843134,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"78","LAUR","8/4/2021",2,"helipterum","row","nsfcut","cut",40,1.60205999132796,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"79","LAUR","8/4/2021",2,"rudbeckia","row","nsfcut","cut",187.11428571,2.27210694606858,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"80","LAUR","8/4/2021",2,"tagetes","row","nsfcut","cut",18,1.25527250510331,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"81","LAUR","8/4/2021",2,"zinnia","row","nsfcut","cut",1514.9,3.18038396558976,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"82","LAUR","8/5/2021",2,"ageratum","row","nsfcut","cut",61,1.78532983501077,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"83","LAUR","8/5/2021",2,"calendula","row","nsfcut","cut",272.6,2.43552585149865,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"84","LAUR","8/5/2021",2,"centaurea","row","nsfcut","cut",19,1.27875360095283,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"85","LAUR","8/5/2021",2,"cosmos","row","nsfcut","cut",2601.6384615,3.41524694438359,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"86","LAUR","8/5/2021",2,"helichrysum","row","nsfcut","cut",46.5,1.66745295288995,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"87","LAUR","8/5/2021",2,"zinnia","row","nsfcut","cut",24662.0666667,4.39202946740716,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"88","LAUR","8/6/2021",2,"ageratum","row","nsfcut","cut",692.8,2.84060787900929,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"89","LAUR","8/6/2021",2,"centaurea","row","nsfcut","cut",60,1.77815125038364,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"90","LAUR","8/6/2021",2,"cosmos","row","nsfcut","cut",538,2.73078227566639,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"91","LAUR","8/6/2021",2,"helipterum","row","nsfcut","cut",244,2.38738982633873,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354,36615.716555619,4.56366753753354
"92","RCON","8/9/2021",2,"solidago","cover","border","border",1328,3.123198075032,1328,3.123198075032,1328,3.123198075032,1328,3.123198075032
"93","RCUT","7/15/2021",1,"ageratum","row","nsfcut","cut",266.1,2.42504487455139,8500.1,3.92942403503108,8500.1,3.92942403503108,8500.1,3.92942403503108
"94","RCUT","7/15/2021",1,"calendula","row","nsfcut","cut",1596.6,3.20319612493503,8500.1,3.92942403503108,8500.1,3.92942403503108,8500.1,3.92942403503108
"95","RCUT","7/15/2021",1,"cosmos","row","nsfcut","cut",109.5,2.03941411917614,8500.1,3.92942403503108,8500.1,3.92942403503108,8500.1,3.92942403503108
"96","RCUT","7/15/2021",1,"helichrysum","row","nsfcut","cut",294.5,2.46908529912312,8500.1,3.92942403503108,8500.1,3.92942403503108,8500.1,3.92942403503108
"97","RCUT","7/15/2021",1,"leucanthemum","row","nsfcut","cut",69,1.83884909073726,8500.1,3.92942403503108,8500.1,3.92942403503108,8500.1,3.92942403503108
"98","RCUT","7/15/2021",1,"tanacetum","row","nsfcut","cut",4292.6,3.63272042123361,8500.1,3.92942403503108,8500.1,3.92942403503108,8500.1,3.92942403503108
"99","RCUT","7/15/2021",1,"zinnia","row","nsfcut","cut",1871.8,3.27225944294022,8500.1,3.92942403503108,8500.1,3.92942403503108,8500.1,3.92942403503108
"100","RCUT","7/28/2021",2,"ageratum","row","nsfcut","cut",1647,3.21669359916975,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"101","RCUT","7/28/2021",2,"ammobium","row","nsfcut","cut",714,2.85369821177617,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"102","RCUT","7/28/2021",2,"aster","row","nsfcut","cut",54,1.73239375982297,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"103","RCUT","7/28/2021",2,"calendula","row","nsfcut","cut",751.2,2.87575557925805,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"104","RCUT","7/28/2021",2,"cosmos","row","nsfcut","cut",580,2.76342799356294,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"105","RCUT","7/28/2021",2,"helichrysum","row","nsfcut","cut",49,1.69019608002851,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"106","RCUT","7/28/2021",2,"helipterum","row","nsfcut","cut",75.4,1.87737134586977,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"107","RCUT","7/28/2021",2,"tagetes","row","nsfcut","cut",96.2,1.98317507203781,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"108","RCUT","7/28/2021",2,"tanacetum","row","nsfcut","cut",8644,3.9367147582112,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"109","RCUT","7/28/2021",2,"zinnia","row","nsfcut","cut",1881,3.27438879555038,14491.8,4.16112233174562,14491.8,4.16112233174562,14491.8,4.16112233174562
"110","RCUT","8/10/2021",3,"ageratum","row","nsfcut","cut",3825,3.58263143948964,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"111","RCUT","8/10/2021",3,"ammobium","row","nsfcut","cut",1092,3.03822263836872,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"112","RCUT","8/10/2021",3,"aster","row","nsfcut","cut",1205.4,3.08113118713189,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"113","RCUT","8/10/2021",3,"calendula","row","nsfcut","cut",1218.2,3.0857185951654,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"114","RCUT","8/10/2021",3,"cosmos","row","nsfcut","cut",6223.8,3.7940556282792,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"115","RCUT","8/10/2021",3,"dahlia","row","nsfcut","cut",9,0.954242509439325,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"116","RCUT","8/10/2021",3,"erigeron","row","nsfcut","cut",801,2.90363251608424,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"117","RCUT","8/10/2021",3,"eutrochium","row","border","border",911.4,2.95970902424643,68573,4.83615314982917,68573,4.83615314982917,105714.46,5.02413439571514
"118","RCUT","8/10/2021",3,"helianthus","row","sf","cut",137.9,2.13956426617585,137.9,2.13956426617585,37141.46,4.56985897149533,105714.46,5.02413439571514
"119","RCUT","8/10/2021",3,"helipterum","row","nsfcut","cut",52,1.7160033436348,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"120","RCUT","8/10/2021",3,"rudbeckia","row","nsfcut","cut",22,1.34242268082221,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"121","RCUT","8/10/2021",3,"solidago","cover","border","border",65780,4.81809386914664,68573,4.83615314982917,68573,4.83615314982917,105714.46,5.02413439571514
"122","RCUT","8/10/2021",3,"solidago","row","border","border",1881.6,3.27452730439604,68573,4.83615314982917,68573,4.83615314982917,105714.46,5.02413439571514
"123","RCUT","8/10/2021",3,"tagetes","row","nsfcut","cut",1275,3.10551018476997,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"124","RCUT","8/10/2021",3,"tanacetum","row","nsfcut","cut",17432,4.2413472172382,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"125","RCUT","8/10/2021",3,"xerochrysum","row","nsfcut","cut",23,1.36172783601759,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"126","RCUT","8/10/2021",3,"zinnia","row","nsfcut","cut",3825.16,3.58264960567626,37003.56,4.56824350822864,37141.46,4.56985897149533,105714.46,5.02413439571514
"127","SIMP","7/19/2021",1,"cosmos","row","nsfcut","cut",221.66666667,2.34570039058997,651.96666667,2.81422539197218,822.96666667,2.91538224496384,1519.76666667,3.18177691481557
"128","SIMP","7/19/2021",1,"echinacea","row","nsfcut","cut",86.66666667,1.93785209326786,651.96666667,2.81422539197218,822.96666667,2.91538224496384,1519.76666667,3.18177691481557
"129","SIMP","7/19/2021",1,"helianthus","row","sf","cut",171,2.23299611039215,171,2.23299611039215,822.96666667,2.91538224496384,1519.76666667,3.18177691481557
"130","SIMP","7/19/2021",1,"silphium","cover","border","border",696.8,2.84310814199961,696.8,2.84310814199961,696.8,2.84310814199961,1519.76666667,3.18177691481557
"131","SIMP","7/19/2021",1,"zinnia","row","nsfcut","cut",343.63333333,2.53609528490057,651.96666667,2.81422539197218,822.96666667,2.91538224496384,1519.76666667,3.18177691481557
"132","SIMP","8/16/2021",3,"calendula","row","nsfcut","cut",57,1.75587485567249,5228.18,3.71835053140679,5228.18,3.71835053140679,7559.701739,3.87850466115442
"133","SIMP","8/16/2021",3,"centaurea","row","nsfcut","cut",325,2.51188336097887,5228.18,3.71835053140679,5228.18,3.71835053140679,7559.701739,3.87850466115442
"134","SIMP","8/16/2021",3,"cosmos","row","nsfcut","cut",1835.58,3.26377331708922,5228.18,3.71835053140679,5228.18,3.71835053140679,7559.701739,3.87850466115442
"135","SIMP","8/16/2021",3,"echinacea","row","nsfcut","cut",133,2.12385164096709,5228.18,3.71835053140679,5228.18,3.71835053140679,7559.701739,3.87850466115442
"136","SIMP","8/16/2021",3,"rudbeckia","row","nsfcut","cut",20,1.30102999566398,5228.18,3.71835053140679,5228.18,3.71835053140679,7559.701739,3.87850466115442
"137","SIMP","8/16/2021",3,"silphium","cover","border","border",2331.521739,3.36763946915089,2331.521739,3.36763946915089,2331.521739,3.36763946915089,7559.701739,3.87850466115442
"138","SIMP","8/16/2021",3,"zinnia","row","nsfcut","cut",2857.6,3.45600143720845,5228.18,3.71835053140679,5228.18,3.71835053140679,7559.701739,3.87850466115442
"139","SIMP","8/4/2021",2,"calendula","row","nsfcut","cut",11,1.04139268515823,2833.3,3.45229256161773,2833.3,3.45229256161773,4387.647826,3.64223176170968
"140","SIMP","8/4/2021",2,"centaurea","row","nsfcut","cut",33,1.51851393987789,2833.3,3.45229256161773,2833.3,3.45229256161773,4387.647826,3.64223176170968
"141","SIMP","8/4/2021",2,"cosmos","row","nsfcut","cut",240,2.38021124171161,2833.3,3.45229256161773,2833.3,3.45229256161773,4387.647826,3.64223176170968
"142","SIMP","8/4/2021",2,"echinacea","row","nsfcut","cut",110,2.04139268515822,2833.3,3.45229256161773,2833.3,3.45229256161773,4387.647826,3.64223176170968
"143","SIMP","8/4/2021",2,"erigeron","row","nsfcut","cut",1266,3.10243370568134,2833.3,3.45229256161773,2833.3,3.45229256161773,4387.647826,3.64223176170968
"144","SIMP","8/4/2021",2,"silphium","cover","border","border",1554.347826,3.19154821009521,1554.347826,3.19154821009521,1554.347826,3.19154821009521,4387.647826,3.64223176170968
"145","SIMP","8/4/2021",2,"zinnia","row","nsfcut","cut",1173.3,3.06940907067179,2833.3,3.45229256161773,2833.3,3.45229256161773,4387.647826,3.64223176170968
