,farm,date,visit,genus,row_cover,sf_nsfcut_border,cut_border,sum_inflr,log.sum_genus_inflr,tot_sf_nsfcut_border_inflr,log.sum_sf_nsf_border_inflr,tot_cut_or_border_inflr,log.sum_cutborder_inflr,tot_ast_inflr,log.sum_ast_inflr
1,GOLO,7/26/2021,1,ageratum,row,nsfcut,cut,524.4,2.719662683,1033.35,3.014247444,1058.35,3.024629314,1461.55,3.164813677
2,GOLO,7/26/2021,1,centaurea,row,nsfcut,cut,35,1.544068044,1033.35,3.014247444,1058.35,3.024629314,1461.55,3.164813677
3,GOLO,7/26/2021,1,cosmos,row,nsfcut,cut,11,1.041392685,1033.35,3.014247444,1058.35,3.024629314,1461.55,3.164813677
4,GOLO,7/26/2021,1,dahlia,row,nsfcut,cut,16,1.204119983,1033.35,3.014247444,1058.35,3.024629314,1461.55,3.164813677
5,GOLO,7/26/2021,1,eutrochium,row,border,border,403.2,2.605520523,403.2,2.605520523,403.2,2.605520523,1461.55,3.164813677
6,GOLO,7/26/2021,1,helianthus,row,sf,cut,25,1.397940009,25,1.397940009,1058.35,3.024629314,1461.55,3.164813677
7,GOLO,7/26/2021,1,zinnia,row,nsfcut,cut,446.95,2.650258942,1033.35,3.014247444,1058.35,3.024629314,1461.55,3.164813677
8,GOLO,8/11/2021,2,ageratum,row,nsfcut,cut,583.1,2.765743041,1592.1,3.201970342,1626.1,3.21114725,2160.7,3.334594472
9,GOLO,8/11/2021,2,centaurea,row,nsfcut,cut,244.8,2.388811413,1592.1,3.201970342,1626.1,3.21114725,2160.7,3.334594472
10,GOLO,8/11/2021,2,cosmos,row,nsfcut,cut,26,1.414973348,1592.1,3.201970342,1626.1,3.21114725,2160.7,3.334594472
11,GOLO,8/11/2021,2,dahlia,row,nsfcut,cut,66,1.819543936,1592.1,3.201970342,1626.1,3.21114725,2160.7,3.334594472
12,GOLO,8/11/2021,2,eutrochium,cover,border,border,276,2.440909082,534.6,2.728028954,534.6,2.728028954,2160.7,3.334594472
13,GOLO,8/11/2021,2,eutrochium,row,border,border,258.6,2.412628521,534.6,2.728028954,534.6,2.728028954,2160.7,3.334594472
14,GOLO,8/11/2021,2,helianthus,row,sf,cut,34,1.531478917,34,1.531478917,1626.1,3.21114725,2160.7,3.334594472
15,GOLO,8/11/2021,2,zinnia,row,nsfcut,cut,672.2,2.827498508,1592.1,3.201970342,1626.1,3.21114725,2160.7,3.334594472
16,GOLO,8/18/2021,3,ageratum,row,nsfcut,cut,739.3,2.868820706,2326.5,3.366703057,2389.5,3.378307035,2742.5,3.438146636
17,GOLO,8/18/2021,3,centaurea,row,nsfcut,cut,256,2.408239965,2326.5,3.366703057,2389.5,3.378307035,2742.5,3.438146636
18,GOLO,8/18/2021,3,cosmos,row,nsfcut,cut,67,1.826074803,2326.5,3.366703057,2389.5,3.378307035,2742.5,3.438146636
19,GOLO,8/18/2021,3,dahlia,row,nsfcut,cut,70,1.84509804,2326.5,3.366703057,2389.5,3.378307035,2742.5,3.438146636
20,GOLO,8/18/2021,3,erigeron,row,nsfcut,cut,264,2.421603927,2326.5,3.366703057,2389.5,3.378307035,2742.5,3.438146636
21,GOLO,8/18/2021,3,eutrochium,row,border,border,353,2.547774705,353,2.547774705,353,2.547774705,2742.5,3.438146636
22,GOLO,8/18/2021,3,helianthus,row,sf,cut,63,1.799340549,63,1.799340549,2389.5,3.378307035,2742.5,3.438146636
23,GOLO,8/18/2021,3,zinnia,row,nsfcut,cut,930.2,2.968576335,2326.5,3.366703057,2389.5,3.378307035,2742.5,3.438146636
24,LASA,8/12/2021,2,ageratum,row,nsfcut,cut,416,2.619093331,5713.3,3.756887029,6007.3,3.778679321,20719.92222,4.316388121
25,LASA,8/12/2021,2,aster,row,nsfcut,cut,1592.8,3.202161247,5713.3,3.756887029,6007.3,3.778679321,20719.92222,4.316388121
26,LASA,8/12/2021,2,dahlia,row,nsfcut,cut,1453.5,3.162415036,5713.3,3.756887029,6007.3,3.778679321,20719.92222,4.316388121
27,LASA,8/12/2021,2,helianthus,row,sf,cut,294,2.46834733,294,2.46834733,6007.3,3.778679321,20719.92222,4.316388121
28,LASA,8/12/2021,2,rudbeckia,row,border,border,3590.4,3.555142835,14712.62222,4.167690084,14712.62222,4.167690084,20719.92222,4.316388121
29,LASA,8/12/2021,2,rudbeckia,row,nsfcut,cut,85,1.929418926,5713.3,3.756887029,6007.3,3.778679321,20719.92222,4.316388121
30,LASA,8/12/2021,2,tanacetum,cover,border,border,11122.22222,4.046191568,14712.62222,4.167690084,14712.62222,4.167690084,20719.92222,4.316388121
31,LASA,8/12/2021,2,zinnia,row,nsfcut,cut,2166,3.335658452,5713.3,3.756887029,6007.3,3.778679321,20719.92222,4.316388121
32,LASA,8/19/2021,3,ageratum,row,nsfcut,cut,336.2,2.526597709,2130.7,3.328522306,2400.2,3.380247431,11894.2,4.075335237
33,LASA,8/19/2021,3,aster,row,nsfcut,cut,308,2.488550717,2130.7,3.328522306,2400.2,3.380247431,11894.2,4.075335237
34,LASA,8/19/2021,3,helianthus,row,sf,cut,269.5,2.43055877,269.5,2.43055877,2400.2,3.380247431,11894.2,4.075335237
35,LASA,8/19/2021,3,rudbeckia,row,border,border,2844,3.453929592,9494,3.977449227,9494,3.977449227,11894.2,4.075335237
36,LASA,8/19/2021,3,rudbeckia,row,nsfcut,cut,156,2.193124598,2130.7,3.328522306,2400.2,3.380247431,11894.2,4.075335237
37,LASA,8/19/2021,3,tanacetum,cover,border,border,6650,3.822821645,9494,3.977449227,9494,3.977449227,11894.2,4.075335237
38,LASA,8/19/2021,3,zinnia,row,nsfcut,cut,1330.5,3.124014879,2130.7,3.328522306,2400.2,3.380247431,11894.2,4.075335237
39,LASA,8/3/2021,1,ageratum,row,nsfcut,cut,380,2.579783597,2140.7,3.330555809,2272.7,3.356542112,13717.7,4.137281301
40,LASA,8/3/2021,1,dahlia,row,nsfcut,cut,77,1.886490725,2140.7,3.330555809,2272.7,3.356542112,13717.7,4.137281301
41,LASA,8/3/2021,1,erigeron,row,border,border,5175,3.713910354,11445,4.058615797,11445,4.058615797,13717.7,4.137281301
42,LASA,8/3/2021,1,helianthus,row,sf,cut,132,2.120573931,132,2.120573931,2272.7,3.356542112,13717.7,4.137281301
43,LASA,8/3/2021,1,rudbeckia,row,border,border,3510,3.545307116,11445,4.058615797,11445,4.058615797,13717.7,4.137281301
44,LASA,8/3/2021,1,rudbeckia,row,nsfcut,cut,4,0.602059991,2140.7,3.330555809,2272.7,3.356542112,13717.7,4.137281301
45,LASA,8/3/2021,1,zinnia,row,nsfcut,cut,1679.7,3.225231722,2140.7,3.330555809,2272.7,3.356542112,13717.7,4.137281301
46,LASA,8/4/2021,1,tanacetum,cover,border,border,2760,3.440909082,11445,4.058615797,11445,4.058615797,13717.7,4.137281301
47,LAUR,7/20/2021,1,cosmos,row,nsfcut,cut,941,2.973589623,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
48,LAUR,7/21/2021,1,ageratum,row,nsfcut,cut,271.4,2.433609843,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
49,LAUR,7/21/2021,1,cosmos,row,nsfcut,cut,291.5,2.464638559,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
50,LAUR,7/21/2021,1,rudbeckia,row,nsfcut,cut,130.1,2.114277297,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
51,LAUR,7/21/2021,1,zinnia,row,nsfcut,cut,2470.5,3.392784858,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
52,LAUR,7/22/2021,1,ageratum,row,nsfcut,cut,50,1.698970004,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
53,LAUR,7/22/2021,1,calendula,row,nsfcut,cut,1149.7,3.060584531,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
54,LAUR,7/22/2021,1,cosmos,row,nsfcut,cut,7,0.84509804,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
55,LAUR,7/22/2021,1,zinnia,row,nsfcut,cut,14823.26667,4.170943922,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
56,LAUR,7/23/2021,1,ageratum,row,nsfcut,cut,2795,3.446381812,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
57,LAUR,7/23/2021,1,aster,row,nsfcut,cut,20,1.301029996,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
58,LAUR,7/23/2021,1,centaurea,row,nsfcut,cut,33.6,1.526339277,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
59,LAUR,7/23/2021,1,cosmos,row,nsfcut,cut,504.7,2.703033305,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
60,LAUR,7/23/2021,1,zinnia,row,nsfcut,cut,210,2.322219295,23697.76667,4.374707419,23697.76667,4.374707419,23697.76667,4.374707419
61,LAUR,8/16/2021,3,ageratum,row,nsfcut,cut,2456.261905,3.390274673,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
62,LAUR,8/16/2021,3,aster,row,nsfcut,cut,12.9,1.11058971,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
63,LAUR,8/16/2021,3,calendula,row,nsfcut,cut,3111.618182,3.4929863,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
64,LAUR,8/16/2021,3,centaurea,row,nsfcut,cut,214.2,2.330819466,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
65,LAUR,8/16/2021,3,cosmos,row,nsfcut,cut,42777.11667,4.631211508,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
66,LAUR,8/16/2021,3,helichrysum,row,nsfcut,cut,669.2,2.825555932,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
67,LAUR,8/16/2021,3,helipterum,row,nsfcut,cut,718.8,2.856608068,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
68,LAUR,8/16/2021,3,rudbeckia,row,nsfcut,cut,832.5,2.920384242,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
69,LAUR,8/16/2021,3,silphium,cover,border,border,21303.66667,4.328454358,23573.24444,4.37241936,23573.24444,4.37241936,135007.6269,5.130358304
70,LAUR,8/16/2021,3,solidago,cover,border,border,2269.577778,3.355945071,23573.24444,4.37241936,23573.24444,4.37241936,135007.6269,5.130358304
71,LAUR,8/16/2021,3,tagetes,row,nsfcut,cut,397,2.598790507,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
72,LAUR,8/16/2021,3,xerochrysum,row,nsfcut,cut,99,1.995635195,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
73,LAUR,8/16/2021,3,zinnia,row,nsfcut,cut,60145.78571,4.779205203,111434.3825,5.047019211,111434.3825,5.047019211,135007.6269,5.130358304
74,LAUR,8/4/2021,2,ageratum,row,nsfcut,cut,1389.733333,3.142931474,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
75,LAUR,8/4/2021,2,calendula,row,nsfcut,cut,2553.4,3.407118854,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
76,LAUR,8/4/2021,2,cosmos,row,nsfcut,cut,1616.563808,3.208592852,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
77,LAUR,8/4/2021,2,helichrysum,row,nsfcut,cut,98.4,1.992995098,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
78,LAUR,8/4/2021,2,helipterum,row,nsfcut,cut,40,1.602059991,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
79,LAUR,8/4/2021,2,rudbeckia,row,nsfcut,cut,187.1142857,2.272106946,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
80,LAUR,8/4/2021,2,tagetes,row,nsfcut,cut,18,1.255272505,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
81,LAUR,8/4/2021,2,zinnia,row,nsfcut,cut,1514.9,3.180383966,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
82,LAUR,8/5/2021,2,ageratum,row,nsfcut,cut,61,1.785329835,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
83,LAUR,8/5/2021,2,calendula,row,nsfcut,cut,272.6,2.435525851,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
84,LAUR,8/5/2021,2,centaurea,row,nsfcut,cut,19,1.278753601,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
85,LAUR,8/5/2021,2,cosmos,row,nsfcut,cut,2601.638462,3.415246944,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
86,LAUR,8/5/2021,2,helichrysum,row,nsfcut,cut,46.5,1.667452953,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
87,LAUR,8/5/2021,2,zinnia,row,nsfcut,cut,24662.06667,4.392029467,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
88,LAUR,8/6/2021,2,ageratum,row,nsfcut,cut,692.8,2.840607879,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
89,LAUR,8/6/2021,2,centaurea,row,nsfcut,cut,60,1.77815125,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
90,LAUR,8/6/2021,2,cosmos,row,nsfcut,cut,538,2.730782276,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
91,LAUR,8/6/2021,2,helipterum,row,nsfcut,cut,244,2.387389826,36615.71656,4.563667538,36615.71656,4.563667538,36615.71656,4.563667538
92,RCON,8/9/2021,2,solidago,cover,border,border,1328,3.123198075,1328,3.123198075,1328,3.123198075,1328,3.123198075
93,RCUT,7/15/2021,1,ageratum,row,nsfcut,cut,266.1,2.425044875,8500.1,3.929424035,8500.1,3.929424035,8500.1,3.929424035
94,RCUT,7/15/2021,1,calendula,row,nsfcut,cut,1596.6,3.203196125,8500.1,3.929424035,8500.1,3.929424035,8500.1,3.929424035
95,RCUT,7/15/2021,1,cosmos,row,nsfcut,cut,109.5,2.039414119,8500.1,3.929424035,8500.1,3.929424035,8500.1,3.929424035
96,RCUT,7/15/2021,1,helichrysum,row,nsfcut,cut,294.5,2.469085299,8500.1,3.929424035,8500.1,3.929424035,8500.1,3.929424035
97,RCUT,7/15/2021,1,leucanthemum,row,nsfcut,cut,69,1.838849091,8500.1,3.929424035,8500.1,3.929424035,8500.1,3.929424035
98,RCUT,7/15/2021,1,tanacetum,row,nsfcut,cut,4292.6,3.632720421,8500.1,3.929424035,8500.1,3.929424035,8500.1,3.929424035
99,RCUT,7/15/2021,1,zinnia,row,nsfcut,cut,1871.8,3.272259443,8500.1,3.929424035,8500.1,3.929424035,8500.1,3.929424035
100,RCUT,7/28/2021,2,ageratum,row,nsfcut,cut,1647,3.216693599,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
101,RCUT,7/28/2021,2,ammobium,row,nsfcut,cut,714,2.853698212,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
102,RCUT,7/28/2021,2,aster,row,nsfcut,cut,54,1.73239376,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
103,RCUT,7/28/2021,2,calendula,row,nsfcut,cut,751.2,2.875755579,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
104,RCUT,7/28/2021,2,cosmos,row,nsfcut,cut,580,2.763427994,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
105,RCUT,7/28/2021,2,helichrysum,row,nsfcut,cut,49,1.69019608,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
106,RCUT,7/28/2021,2,helipterum,row,nsfcut,cut,75.4,1.877371346,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
107,RCUT,7/28/2021,2,tagetes,row,nsfcut,cut,96.2,1.983175072,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
108,RCUT,7/28/2021,2,tanacetum,row,nsfcut,cut,8644,3.936714758,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
109,RCUT,7/28/2021,2,zinnia,row,nsfcut,cut,1881,3.274388796,14491.8,4.161122332,14491.8,4.161122332,14491.8,4.161122332
110,RCUT,8/10/2021,3,ageratum,row,nsfcut,cut,3825,3.582631439,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
111,RCUT,8/10/2021,3,ammobium,row,nsfcut,cut,1092,3.038222638,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
112,RCUT,8/10/2021,3,aster,row,nsfcut,cut,1205.4,3.081131187,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
113,RCUT,8/10/2021,3,calendula,row,nsfcut,cut,1218.2,3.085718595,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
114,RCUT,8/10/2021,3,cosmos,row,nsfcut,cut,6223.8,3.794055628,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
115,RCUT,8/10/2021,3,dahlia,row,nsfcut,cut,9,0.954242509,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
116,RCUT,8/10/2021,3,erigeron,row,nsfcut,cut,801,2.903632516,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
117,RCUT,8/10/2021,3,eutrochium,row,border,border,911.4,2.959709024,68573,4.83615315,68573,4.83615315,105714.46,5.024134396
118,RCUT,8/10/2021,3,helianthus,row,sf,cut,137.9,2.139564266,137.9,2.139564266,37141.46,4.569858971,105714.46,5.024134396
119,RCUT,8/10/2021,3,helipterum,row,nsfcut,cut,52,1.716003344,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
120,RCUT,8/10/2021,3,rudbeckia,row,nsfcut,cut,22,1.342422681,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
121,RCUT,8/10/2021,3,solidago,cover,border,border,65780,4.818093869,68573,4.83615315,68573,4.83615315,105714.46,5.024134396
122,RCUT,8/10/2021,3,solidago,row,border,border,1881.6,3.274527304,68573,4.83615315,68573,4.83615315,105714.46,5.024134396
123,RCUT,8/10/2021,3,tagetes,row,nsfcut,cut,1275,3.105510185,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
124,RCUT,8/10/2021,3,tanacetum,row,nsfcut,cut,17432,4.241347217,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
125,RCUT,8/10/2021,3,xerochrysum,row,nsfcut,cut,23,1.361727836,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
126,RCUT,8/10/2021,3,zinnia,row,nsfcut,cut,3825.16,3.582649606,37003.56,4.568243508,37141.46,4.569858971,105714.46,5.024134396
127,SIMP,7/19/2021,1,cosmos,row,nsfcut,cut,221.6666667,2.345700391,651.9666667,2.814225392,822.9666667,2.915382245,1519.766667,3.181776915
128,SIMP,7/19/2021,1,echinacea,row,nsfcut,cut,86.66666667,1.937852093,651.9666667,2.814225392,822.9666667,2.915382245,1519.766667,3.181776915
129,SIMP,7/19/2021,1,helianthus,row,sf,cut,171,2.23299611,171,2.23299611,822.9666667,2.915382245,1519.766667,3.181776915
130,SIMP,7/19/2021,1,silphium,cover,border,border,696.8,2.843108142,696.8,2.843108142,696.8,2.843108142,1519.766667,3.181776915
131,SIMP,7/19/2021,1,zinnia,row,nsfcut,cut,343.6333333,2.536095285,651.9666667,2.814225392,822.9666667,2.915382245,1519.766667,3.181776915
132,SIMP,8/16/2021,3,calendula,row,nsfcut,cut,57,1.755874856,5228.18,3.718350531,5228.18,3.718350531,7559.701739,3.878504661
133,SIMP,8/16/2021,3,centaurea,row,nsfcut,cut,325,2.511883361,5228.18,3.718350531,5228.18,3.718350531,7559.701739,3.878504661
134,SIMP,8/16/2021,3,cosmos,row,nsfcut,cut,1835.58,3.263773317,5228.18,3.718350531,5228.18,3.718350531,7559.701739,3.878504661
135,SIMP,8/16/2021,3,echinacea,row,nsfcut,cut,133,2.123851641,5228.18,3.718350531,5228.18,3.718350531,7559.701739,3.878504661
136,SIMP,8/16/2021,3,rudbeckia,row,nsfcut,cut,20,1.301029996,5228.18,3.718350531,5228.18,3.718350531,7559.701739,3.878504661
137,SIMP,8/16/2021,3,silphium,cover,border,border,2331.521739,3.367639469,2331.521739,3.367639469,2331.521739,3.367639469,7559.701739,3.878504661
138,SIMP,8/16/2021,3,zinnia,row,nsfcut,cut,2857.6,3.456001437,5228.18,3.718350531,5228.18,3.718350531,7559.701739,3.878504661
139,SIMP,8/4/2021,2,calendula,row,nsfcut,cut,11,1.041392685,2833.3,3.452292562,2833.3,3.452292562,4387.647826,3.642231762
140,SIMP,8/4/2021,2,centaurea,row,nsfcut,cut,33,1.51851394,2833.3,3.452292562,2833.3,3.452292562,4387.647826,3.642231762
141,SIMP,8/4/2021,2,cosmos,row,nsfcut,cut,240,2.380211242,2833.3,3.452292562,2833.3,3.452292562,4387.647826,3.642231762
142,SIMP,8/4/2021,2,echinacea,row,nsfcut,cut,110,2.041392685,2833.3,3.452292562,2833.3,3.452292562,4387.647826,3.642231762
143,SIMP,8/4/2021,2,erigeron,row,nsfcut,cut,1266,3.102433706,2833.3,3.452292562,2833.3,3.452292562,4387.647826,3.642231762
144,SIMP,8/4/2021,2,silphium,cover,border,border,1554.347826,3.19154821,1554.347826,3.19154821,1554.347826,3.19154821,4387.647826,3.642231762
145,SIMP,8/4/2021,2,zinnia,row,nsfcut,cut,1173.3,3.069409071,2833.3,3.452292562,2833.3,3.452292562,4387.647826,3.642231762
146,RCON,7/15/2021,1,NA,row,nsfcut,cut,0,0,0,0,0,0,0,0
147,RCON,7/28/2021,2,NA,row,nsfcut,cut,0,0,0,0,0,0,1328,3.123198075
148,RCON,8/9/2021,3,NA,row,nsfcut,cut,0,0,0,0,0,0,0,0
