bee_ID,sp,Date COLLECTED,j_date,Plant collected on,farm,visit,PA,crit_cnt,log10_cnt,Wing_MM,Hand_Wing,Counter_Inits,Notes,Treatment
249,imp,7/28/2021,2021209,melon,RCON,2,P,99,1.995635195,2.524,,RY,,CON
250,imp,7/28/2021,2021209,melon,RCON,2,A,0,0,2.488,,RY,,CON
251,imp,7/28/2021,2021209,melon,RCON,2,NA,NA,NA,NA,,NA,changed numbers,CON
252,imp,7/28/2021,2021209,melon,RCON,2,A,0,0,2.61,,SG,,CON
253,imp,7/28/2021,2021209,melon,RCON,2,A,0,0,2.02,,SG,,CON
254,imp,7/28/2021,2021209,squash,RCON,2,A,0,0,1.856,,SG,,CON
255,imp,7/28/2021,2021209,melon,RCON,2,A,0,0,1.926,,SG,,CON
256,imp,7/28/2021,2021209,melon,RCON,2,P,1,0,3.059,,RY,,CON
257,bimac,7/28/2021,2021209,melon,RCON,2,P,28,1.447158031,2.169,,SG,bimac?,CON
258,imp,7/28/2021,2021209,melon,RCON,2,P,66,1.819543936,2.197,,SG,,CON
259,imp,7/28/2021,2021209,melon,RCON,2,P,17,1.230448921,1.892,,RY,,CON
260,imp,7/28/2021,2021209,melon,RCON,2,P,8,0.903089987,2.138,,SG,,CON
261,imp,7/28/2021,2021209,melon,RCON,2,A,0,0,1.849,,SG,,CON
262,imp,7/28/2021,2021209,melon,RCON,2,A,0,0,2.031,,RY,,CON
263,imp,7/28/2021,2021209,clover,RCON,2,A,0,0,2.308,,RY,,CON
264,imp,7/28/2021,2021209,melon,RCON,2,P,8,0.903089987,2.077,,SG,,CON
265,imp,7/28/2021,2021209,melon,RCON,2,A,0,0,2.084,,SG,,CON
266,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,168,2.225309282,2.518,,RY,,CUT
267,imp,7/28/2021,2021209,gomphrena,RCUT,2,A,0,0,2.391,,RY,,CUT
268,bimac,7/28/2021,2021209,zinnia,RCUT,2,P,268,2.428134794,2.218,,SG,bimac?,CUT
269,imp,7/28/2021,2021209,snapdragon,RCUT,2,P,64,1.806179974,2.486,,SG,,CUT
270,imp,7/28/2021,2021209,cerinthe,RCUT,2,P,166,2.220108088,2.105,,RY,,CUT
271,imp,7/28/2021,2021209,zinnia,RCUT,2,A,0,0,2.573,,SG,,CUT
272,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,140,2.146128036,2.736,,SG,,CUT
273,imp,7/28/2021,2021209,gomphrena,RCUT,2,NA,NA,NA,NA,,SG,dead 7/29,CUT
274,imp,7/28/2021,2021209,cerinthe,RCUT,2,P,72,1.857332496,2.087,,SG,,CUT
275,imp,7/28/2021,2021209,zinnia,RCUT,2,A,0,0,2.631,,SG,,CUT
276,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,79,1.897627091,2.849,,SG,,CUT
277,imp,7/28/2021,2021209,zinnia,RCUT,2,A,0,0,2.775,,SG,,CUT
278,imp,7/28/2021,2021209,cerinthe,RCUT,2,P,182,2.260071388,2.438,,SG,,CUT
279,gris,7/28/2021,2021209,celosia,RCUT,2,A,0,0,2.713552,2.94,SG,,CUT
280,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,264,2.421603927,3.14,,SG,,CUT
281,imp,7/28/2021,2021209,zinnia,RCUT,2,NA,NA,NA,NA,,SG,dead 7/29,CUT
282,vagans,7/28/2021,2021209,gomphrena,RCUT,2,P,197,2.294466226,2.544,,SG,,CUT
283,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,3,0.477121255,3.121,,SG,,CUT
284,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,10,1,2.493,,SG,,CUT
285,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,3,0.477121255,2.678,,SG,,CUT
286,gris,7/28/2021,2021209,zinnia,RCUT,2,P,16,1.204119983,3.214906,3.57,SG,,CUT
287,bimac,7/28/2021,2021209,cerinthe,RCUT,2,P,109,2.037426498,2.71,,SG,,CUT
288,bimac,7/28/2021,2021209,cerinthe,RCUT,2,P,42,1.62324929,2.957,,SG,,CUT
289,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,93,1.968482949,2.644,,SG,,CUT
290,imp,7/28/2021,2021209,zinnia,RCUT,2,P,33,1.51851394,2.632,,SG,,CUT
291,imp,7/28/2021,2021209,zinnia,RCUT,2,P,61,1.785329835,2.542,,SG,,CUT
292,imp,7/28/2021,2021209,cerinthe,RCUT,2,A,0,0,2.296,,SG,,CUT
293,imp,7/28/2021,2021209,celosia,RCUT,2,P,1,0,2.273,,SG,,CUT
294,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,68,1.832508913,2.49,,SG,,CUT
295,imp,7/28/2021,2021209,gomphrena,RCUT,2,P,50,1.698970004,2.351,,SG,,CUT
296,imp,7/28/2021,2021209,zinnia,RCUT,2,NA,NA,NA,NA,,SG,not found?,CUT
297,imp,7/28/2021,2021209,melon,RCON,2,P,110,2.041392685,2.56,,SG,,CON
298,imp,7/28/2021,2021209,zinnia,RCUT,2,A,0,0,2.631,,SG,,CUT
299,imp,8/3/2021,2021215,helianthus,LASA,1,A,0,0,2.386,,RY,,CUT
300,imp,8/3/2021,2021215,helianthus,LASA,1,A,0,0,2.831,,RY,,CUT
301,imp,8/3/2021,2021215,helianthus,LASA,1,P,19,1.278753601,3.135,,RY,old,CUT
302,imp,8/3/2021,2021215,helianthus,LASA,1,A,0,0,2.726,,RY,,CUT
303,imp,8/3/2021,2021215,helianthus,LASA,1,A,0,0,2.601,,RY,,CUT
304,imp,8/3/2021,2021215,zinnia,LASA,1,P,13,1.113943352,2.567,,RY,,CUT
305,imp,8/3/2021,2021215,zinnia,LASA,1,P,23,1.361727836,2.671,,RY,,CUT
306,imp,8/3/2021,2021215,zinnia,LASA,1,P,21,1.322219295,2.645,,RY,,CUT
307,imp,8/3/2021,2021215,zinnia,LASA,1,NA,NA,NA,NA,,RY,dead incubator,CUT
308,imp,8/3/2021,2021215,zinnia,LASA,1,A,0,0,3.009,,RY,dead incubator,CUT
309,imp,8/3/2021,2021215,helianthus,LASA,1,A,0,0,2.44,,RY,,CUT
310,imp,8/3/2021,2021215,zinnia,LASA,1,A,0,0,2.902,,RY,,CUT
311,imp,8/3/2021,2021215,zinnia,LASA,1,P,47,1.672097858,2.887,,RY,,CUT
312,imp,8/3/2021,2021215,zinnia,LASA,1,A,0,0,2.759,,RY,,CUT
313,bimac,8/3/2021,2021215,zinnia,LASA,1,NA,NA,NA,3.326318,3.71,RY,Queen? frozen. not counted black film on top,CUT
314,imp,8/3/2021,2021215,zinnia,LASA,1,P,49,1.69019608,2.98,,SG,,CUT
315,imp,8/3/2021,2021215,zinnia,LASA,1,P,29,1.462397998,2.755,,RY,,CUT
316,imp,8/3/2021,2021215,zinnia,LASA,1,A,0,0,2.73,,RY,,CUT
317,imp,8/3/2021,2021215,zinnia,LASA,1,A,0,0,2.82,,RY,,CUT
318,imp,8/3/2021,2021215,zinnia,LASA,1,P,160,2.204119983,2.798,,RY,,CUT
319,imp,8/3/2021,2021215,helianthus,LASA,1,A,0,0,2.267,,SG,,CUT
320,imp,8/3/2021,2021215,zinnia,LASA,1,P,131,2.117271296,2.801,,RY,,CUT
321,imp,8/3/2021,2021215,zinnia,LASA,1,P,8,0.903089987,2.809,,SG,,CUT
322,imp,8/3/2021,2021215,helianthus,LASA,1,A,0,0,2.901,,RY,old,CUT
323,imp,8/3/2021,2021215,zinnia,LASA,1,A,0,0,2.721,,RY,,CUT
324,imp,8/3/2021,2021215,zinnia,LASA,1,NA,NA,NA,NA,,RY,dead incubator,CUT
325,imp,8/3/2021,2021215,zinnia,LASA,1,A,0,0,2.576,,RY,pollen removed from cobic.,CUT
326,imp,8/3/2021,2021215,zinnia,LASA,1,P,19,1.278753601,2.057,,RY,,CUT
327,imp,8/4/2021,2021216,zinnia,SIMP,2,P,128,2.10720997,2.541,,RY,c,CON
328,imp,8/4/2021,2021216,zinnia,SIMP,2,P,26,1.414973348,2.294,,SG,c,CON
329,imp,8/4/2021,2021216,zinnia,SIMP,2,NA,NA,NA,NA,,NA,dead 8/5/21,CON
330,imp,8/4/2021,2021216,zinnia,SIMP,2,P,29,1.462397998,2.298,,SG,crith not moving,CON
331,imp,8/4/2021,2021216,zinnia,SIMP,2,P,18,1.255272505,2.832,,SG,larger crith,CON
332,imp,8/4/2021,2021216,zinnia,SIMP,2,P,2,0.301029996,2.095,,RY,,CON
333,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.914,,RY,,CON
334,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.808,,SG,c,CON
335,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.788,,SG,,CON
336,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.576,,RY,,CON
337,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.753,,SG,C,CON
338,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.055,,SG,,CON
339,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.587,,SG,,CON
340,imp,8/4/2021,2021216,zinnia,SIMP,2,NA,NA,NA,NA,,NA,dead 8/5/21,CON
341,imp,8/4/2021,2021216,cosmos,SIMP,2,P,1,0,2.465,,SG,,CON
342,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.808,,SG,,CON
343,imp,8/4/2021,2021216,monarda,SIMP,2,A,0,0,2.453,,RY,,CON
344,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.613,,RY,,CON
345,imp,8/4/2021,2021216,zinnia,SIMP,2,NA,NA,NA,NA,,NA,dead 8/5/21,CON
346,imp,8/4/2021,2021216,cosmos,SIMP,2,A,0,0,2.307,,SG,,CON
347,vagans,8/4/2021,2021216,zinnia,SIMP,2,P,24,1.380211242,2.38,,SG,C not moving,CON
348,imp,8/4/2021,2021216,echinacea,SIMP,2,A,0,0,2.322,,RY,,CON
349,imp,8/4/2021,2021216,echinacea,SIMP,2,A,0,0,1.864,,RY,,CON
350,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.69,,SG,C,CON
351,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.674,,SG,,CON
352,imp,8/4/2021,2021216,zinnia,SIMP,2,P,7,0.84509804,2.617,,RY,,CON
353,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.545,,RY,,CON
354,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.784,,SG,,CON
355,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.042,,SG,,CON
356,imp,8/4/2021,2021216,echinacea,SIMP,2,A,0,0,1.95,,SG,,CON
357,imp,8/4/2021,2021216,zinnia,SIMP,2,NA,NA,NA,2.819,,NA,C different pollen loads? died? ,CON
358,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.716,,SG,C,CON
359,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.71,,RY,,CON
360,imp,8/4/2021,2021216,zinnia,SIMP,2,P,1,0,2.935,,RY,C,CON
361,imp,8/4/2021,2021216,echinacea,SIMP,2,NA,NA,NA,NA,,NA,dead on 8/5/21,CON
362,imp,8/4/2021,2021216,cosmos,SIMP,2,A,0,0,2.398,,SG,,CON
363,imp,8/4/2021,2021216,zinnia,SIMP,2,P,68,1.832508913,NA,,SG,C,CON
364,imp,8/4/2021,2021216,echinacea,SIMP,2,A,0,0,2.011,,RY,,CON
365,imp,8/4/2021,2021216,cosmos,SIMP,2,P,16,1.204119983,2.596,,RY,,CON
366,imp,8/4/2021,2021216,echinacea,SIMP,2,A,0,0,2.246,,SG,C,CON
367,imp,8/4/2021,2021216,zinnia,SIMP,2,A,0,0,2.398,,SG,,CON
368,imp,8/4/2021,2021216,zinnia,SIMP,2,NA,NA,NA,NA,,NA,C died 8/5/21,CON
369,bimac,8/5/2021,2021217,zinnia,LAUR,2,P,18,1.255272505,3.764008,4.26,SG,,CUT
370,vagans,8/5/2021,2021217,zinnia,LAUR,2,P,19,1.278753601,2.387274,2.53,SG,,CUT
371,vagans,8/5/2021,2021217,zinnia,LAUR,2,P,8,0.903089987,2.44298,2.6,SG,,CUT
372,vagans,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.371358,2.51,SG,C,CUT
373,vagans,8/5/2021,2021217,zinnia,LAUR,2,P,34,1.531478917,2.944334,3.23,RY,,CUT
374,vagans,8/5/2021,2021217,zinnia,LAUR,2,P,157,2.195899652,2.514602,2.69,SG,,CUT
375,vagans,8/5/2021,2021217,zinnia,LAUR,2,P,125,2.096910013,2.072,,RY,,CUT
376,vagans,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,2.610098,2.81,RY,,CUT
377,vagans,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.396,,RY,C,CUT
378,vagans,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.618056,2.82,RY,,CUT
379,vagans,8/5/2021,2021217,cosmos,LAUR,2,P,20,1.301029996,2.777216,3.02,RY,,CUT
380,vagans,8/5/2021,2021217,zinnia,LAUR,2,P,6,0.77815125,2.60214,2.8,RY,,CUT
381,gris,8/5/2021,2021217,zinnia,LAUR,2,P,69,1.838849091,3.294486,3.67,RY,dead bee 381 vagans but another 381 bee?,CUT
382,bimac,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,3.51731,3.95,RY,,CUT
383,vagans,8/5/2021,2021217,zinnia,LAUR,2,NA,NA,NA,NA,,NA,dead 8/6/21,CUT
384,NA,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.538476,2.72,SG,"old, perplexes",CUT
385,NA,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,2.395232,2.54,SG,perplexes,CUT
386,imp,8/5/2021,2021217,zinnia,LAUR,2,P,282,2.450249108,2.530518,2.71,SG,,CUT
387,imp,8/5/2021,2021217,zinnia,LAUR,2,P,82,1.913813852,2.570308,2.76,SG,,CUT
388,imp,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,2.347484,2.48,SG,,CUT
389,imp,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,2.20424,2.3,SG,,CUT
390,imp,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,2.331568,2.46,SG,,CUT
391,imp,8/5/2021,2021217,cosmos,LAUR,2,P,3,0.477121255,2.220156,2.32,SG,,CUT
392,imp,8/5/2021,2021217,cosmos,LAUR,2,P,2,0.301029996,2.842,,SG,,CUT
393,imp,8/5/2021,2021217,zinnia,LAUR,2,P,109,2.037426498,2.734,,RY,,CUT
394,imp,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.583,,RY,,CUT
395,imp,8/5/2021,2021217,zinnia,LAUR,2,P,65,1.812913357,2.925,,SG,,CUT
396,imp,8/5/2021,2021217,zinnia,LAUR,2,P,86,1.934498451,2.654,,SG,,CUT
397,imp,8/5/2021,2021217,zinnia,LAUR,2,NA,NA,NA,NA,,NA,dead 8/6/21,CUT
398,imp,8/5/2021,2021217,zinnia,LAUR,2,P,58,1.763427994,NA,,SG,broken wing,CUT
399,imp,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.368,,SG,,CUT
400,imp,8/5/2021,2021217,zinnia,LAUR,2,P,31,1.491361694,2.767,,RY,,CUT
401,imp,8/5/2021,2021217,zinnia,LAUR,2,P,120,2.079181246,2.55,,RY,,CUT
402,imp,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.32,,RY,,CUT
403,imp,8/5/2021,2021217,zinnia,LAUR,2,P,36,1.556302501,2.641,,RY,,CUT
404,imp,8/5/2021,2021217,zinnia,LAUR,2,P,98,1.991226076,2.735,,RY,,CUT
405,imp,8/5/2021,2021217,zinnia,LAUR,2,P,89,1.949390007,2.591,,RY,,CUT
406,imp,8/5/2021,2021217,zinnia,LAUR,2,P,27,1.431363764,2.659,,RY,,CUT
407,imp,8/5/2021,2021217,zinnia,LAUR,2,P,94,1.973127854,2.766,,RY,,CUT
408,imp,8/5/2021,2021217,cosmos,LAUR,2,P,149,2.173186268,2.783,,SG,,CUT
409,imp,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,2.341,,RY,,CUT
410,imp,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.896586,3.17,SG,,CUT
411,imp,8/5/2021,2021217,cosmos,LAUR,2,NA,NA,NA,NA,,NA,dead 8/6/21,CUT
412,imp,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,2.554392,2.74,SG,,CUT
413,imp,8/5/2021,2021217,cosmos,LAUR,2,P,55,1.740362689,2.824964,3.08,SG,,CUT
414,imp,8/5/2021,2021217,zinnia,LAUR,2,P,4,0.602059991,2.633972,2.84,SG,,CUT
415,imp,8/5/2021,2021217,zinnia,LAUR,2,P,32,1.505149978,2.664,,RY,,CUT
416,imp,8/5/2021,2021217,zinnia,LAUR,2,P,31,1.491361694,2.958,,SG,,CUT
417,imp,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.458,,SG,,CUT
418,imp,8/5/2021,2021217,zinnia,LAUR,2,A,0,0,2.246,,RY,,CUT
419,imp,8/5/2021,2021217,cosmos,LAUR,2,A,0,0,3.103,,RY,,CUT
420,imp,8/5/2021,2021217,cosmos,LAUR,2,NA,NA,NA,NA,,NA,dead 8/6/21,CUT
421,imp,8/9/2021,2021221,clover,RCON,3,P,34,1.531478917,2.874,,RY,"C.  D=dark, C=corbicular",CON
422,imp,8/9/2021,2021221,clover,RCON,3,P,9,0.954242509,2.284,,RY,DC,CON
423,imp,8/9/2021,2021221,clover,RCON,3,P,72,1.857332496,2.249,,RY,C,CON
424,imp,8/9/2021,2021221,clover,RCON,3,P,260,2.414973348,2.677,,RY,DC,CON
425,imp,8/9/2021,2021221,melon,RCON,3,P,160,2.204119983,2.097,,SG,C,CON
426,imp,8/9/2021,2021221,clover,RCON,3,A,0,0,2.27,,RY,C,CON
427,imp,8/9/2021,2021221,clover,RCON,3,A,0,0,2.282,,RY,C,CON
428,imp,8/9/2021,2021221,clover,RCON,3,A,0,0,2.097,,RY,C,CON
429,imp,8/9/2021,2021221,clover,RCON,3,A,0,0,2.759,,SG,CD collect?,CON
430,imp,8/9/2021,2021221,melon,RCON,3,P,11,1.041392685,2.328,,RY,,CON
431,imp,8/9/2021,2021221,melon,RCON,3,P,2,0.301029996,1.967,,RY,C,CON
432,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.551,,RY,C,CON
433,imp,8/9/2021,2021221,clover,RCON,3,P,3,0.477121255,2.914,,RY,,CON
434,imp,8/9/2021,2021221,clover,RCON,3,A,0,0,2.232,,SG,C light?,CON
435,imp,8/9/2021,2021221,melon,RCON,3,P,8,0.903089987,1.886,,RY,,CON
436,imp,8/9/2021,2021221,melon,RCON,3,P,2,0.301029996,1.931,,SG,,CON
437,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,1.853,,SG,,CON
438,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.449,,SG,,CON
439,imp,8/9/2021,2021221,clover,RCON,3,P,16,1.204119983,2.541,,SG,C collect?,CON
440,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.43,,SG,,CON
441,imp,8/9/2021,2021221,melon,RCON,3,P,10,1,2.389,,SG,C,CON
442,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,3.011,,SG,C,CON
443,imp,8/9/2021,2021221,melon,RCON,3,NA,NA,NA,NA,,NA,dead 8/10/21,CON
444,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.068,,RY,C,CON
445,imp,8/9/2021,2021221,melon,RCON,3,P,4,0.602059991,2.173,,RY,C,CON
446,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.2,,RY,,CON
447,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.394,,RY,,CON
448,imp,8/9/2021,2021221,melon,RCON,3,P,113,2.053078443,2.387274,2.53,RY,,CON
449,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.133,,RY,,CON
450,imp,8/9/2021,2021221,melon,RCON,3,P,109,2.037426498,2.136,,SG,C,CON
451,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.243,,SG,,CON
452,imp,8/9/2021,2021221,melon,RCON,3,P,52,1.716003344,2.389,,SG,C?,CON
453,imp,8/9/2021,2021221,melon,RCON,3,P,164,2.214843848,2.346,,SG,C,CON
454,imp,8/9/2021,2021221,persicaria,RCON,3,A,0,0,2.002,,SG,old small rod swimmers,CON
455,imp,8/9/2021,2021221,melon,RCON,3,P,72,1.857332496,2.335,,SG,,CON
456,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.848,,SG,C small rod,CON
457,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.001,,SG,,CON
458,imp,8/9/2021,2021221,rorippa,RCON,3,P,59,1.770852012,2.224,,SG,C,CON
459,imp,8/9/2021,2021221,melon,RCON,3,NA,NA,NA,NA,,NA,C dead 8/10/21,CON
460,imp,8/9/2021,2021221,melon,RCON,3,A,0,0,2.042,,RY,C,CON
461,imp,8/9/2021,2021221,melon,RCON,3,P,53,1.72427587,2.078,,RY,C,CON
462,imp,8/10/2021,2021222,gomphrena,RCUT,3,P,39,1.591064607,2.579,,RY,C,CUT
463,imp,8/10/2021,2021222,marigold,RCUT,3,A,0,0,2.791,,SG,C,CUT
464,imp,8/10/2021,2021222,zinnia,RCUT,3,A,0,0,2.763,,RY,C,CUT
465,imp,8/10/2021,2021222,zinnia,RCUT,3,P,212,2.326335861,2.973,,SG,,CUT
466,imp,8/10/2021,2021222,zinnia,RCUT,3,P,11,1.041392685,2.553,,RY,,CUT
467,gris,8/10/2021,2021222,cosmos,RCUT,3,A,0,0,2.864754,3.13,SG,,CUT
468,imp,8/10/2021,2021222,zinnia,RCUT,3,P,3,0.477121255,2.614,,RY,C,CUT
469,imp,8/10/2021,2021222,marigold,RCUT,3,NA,NA,NA,NA,,NA,C dead 8/11/21,CUT
470,imp,8/10/2021,2021222,cynoglossum,RCUT,3,P,3,0.477121255,1.928,,SG,C,CUT
471,imp,8/10/2021,2021222,cosmos,RCUT,3,A,0,0,2.203,,RY,C,CUT
472,imp,8/10/2021,2021222,marigold,RCUT,3,P,27,1.431363764,2.239,,SG,C,CUT
473,imp,8/10/2021,2021222,zinnia,RCUT,3,P,77,1.886490725,2.782,,RY,C,CUT
474,imp,8/10/2021,2021222,cosmos,RCUT,3,P,140,2.146128036,2.811,,SG,,CUT
475,imp,8/10/2021,2021222,marigold,RCUT,3,P,125,2.096910013,2.132,,RY,C,CUT
476,imp,8/10/2021,2021222,zinnia,RCUT,3,P,18,1.255272505,2.961,,SG,,CUT
477,imp,8/10/2021,2021222,zinnia,RCUT,3,A,0,0,3.098,,RY,,CUT
478,imp,8/10/2021,2021222,marigold,RCUT,3,P,9,0.954242509,2.751,,RY,,CUT
479,imp,8/10/2021,2021222,marigold,RCUT,3,A,0,0,2.554,,SG,,CUT
480,imp,8/10/2021,2021222,gomphrena,RCUT,3,P,54,1.73239376,2.437,,RY,C,CUT
481,imp,8/10/2021,2021222,marigold,RCUT,3,A,0,0,2.734,,SG,C,CUT
482,imp,8/10/2021,2021222,marigold,RCUT,3,P,46,1.662757832,2.698,,RY,C,CUT
483,imp,8/10/2021,2021222,cosmos,RCUT,3,A,0,0,2.332,,SG,C,CUT
484,imp,8/10/2021,2021222,zinnia,RCUT,3,P,5,0.698970004,2.434,,RY,C,CUT
485,imp,8/10/2021,2021222,ageratum,RCUT,3,A,0,0,2.306,,SG,C,CUT
486,imp,8/10/2021,2021222,marigold,RCUT,3,P,42,1.62324929,2.596,,SG,C,CUT
487,imp,8/10/2021,2021222,aster,RCUT,3,P,14,1.146128036,2.46,,RY,C,CUT
488,imp,8/10/2021,2021222,antirrhinum,RCUT,3,P,69,1.838849091,2.116,,RY,C snapdragon,CUT
489,imp,8/10/2021,2021222,zinnia,RCUT,3,A,0,0,2.671,,RY,C,CUT
490,imp,8/10/2021,2021222,salvia,RCUT,3,P,36,1.556302501,2.465,,RY,C,CUT
491,imp,8/10/2021,2021222,zinnia,RCUT,3,P,5,0.698970004,2.649,,RY,C,CUT
492,imp,8/10/2021,2021222,marigold,RCUT,3,A,0,0,2.208,,RY,,CUT
493,imp,8/10/2021,2021222,antirrhinum,RCUT,3,NA,NA,NA,NA,,NA,dead 8/11/21,CUT
494,imp,8/10/2021,2021222,zinnia,RCUT,3,P,3,0.477121255,2.581,,SG,,CUT
495,imp,8/10/2021,2021222,zinnia,RCUT,3,P,47,1.672097858,2.622,,RY,C,CUT
496,imp,8/10/2021,2021222,zinnia,RCUT,3,P,88,1.944482672,2.315,,SG,C,CUT
497,imp,8/10/2021,2021222,zinnia,RCUT,3,P,35,1.544068044,2.686,,RY,C,CUT
498,imp,8/10/2021,2021222,ageratum,RCUT,3,P,6,0.77815125,2.542,,SG,C,CUT
499,imp,8/10/2021,2021222,marigold,RCUT,3,P,2,0.301029996,2.832,,RY,C ? collect c. load,CUT
500,imp,8/10/2021,2021222,zinnia,RCUT,3,P,16,1.204119983,2.561,,SG,,CUT
501,imp,8/10/2021,2021222,aster,RCUT,3,P,2,0.301029996,1.995,,RY,,CUT
502,imp,8/10/2021,2021222,zinnia,RCUT,3,A,0,0,2.934,,SG,but a few outside,CUT
503,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C,CON
