bee_ID,sp,Date COLLECTED,j_date,Plant collected on,farm,visit,PA,crit_cnt,log10_cnt,Wing_MM,Hand_Wing,Counter_Inits,Notes,Treatment
504,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,dead 8/12 RY,CON
505,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/12 RY,CON
506,imp,8/11/2021,2021223,eutrochium,GOLO,2,A,0,0,2.355,,RY,C,CON
507,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/12 RY,CON
508,imp,8/11/2021,2021223,eutrochium,GOLO,2,A,0,0,2.249,,RY,C,CON
509,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/12 RY,CON
510,imp,8/11/2021,2021223,dahlia,GOLO,2,A,0,0,2.512,,SG,C dirty sample,CON
511,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/12 RY,CON
512,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,dead 8/12 RY,CON
513,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/12 RY,CON
514,imp,8/11/2021,2021223,eutrochium,GOLO,2,A,0,0,2.319,,SG,C,CON
515,imp,8/11/2021,2021223,eutrochium,GOLO,2,A,0,0,NA,,SG,C wing measurements between 515 and 516 2.226/2.806,CON
516,imp,8/11/2021,2021223,ageratum,GOLO,2,A,0,0,NA,,RY,wing measurements between 515 and 516 2.226/2.806,CON
517,imp,8/11/2021,2021223,dahlia,GOLO,2,P,7,0.84509804,2.52,,RY,,CON
518,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/12 RY,CON
519,imp,8/11/2021,2021223,eutrochium,GOLO,2,P,37,1.568201724,2.213,,RY,,CON
520,imp,8/11/2021,2021223,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/12 RY,CON
521,imp,8/11/2021,2021223,dahlia,GOLO,2,P,31,1.491361694,2.958,,SG,,CON
522,imp,8/11/2021,2021223,dahlia,GOLO,2,A,0,0,2.785,,SG,,CON
523,imp,8/11/2021,2021223,dahlia,GOLO,2,P,7,0.84509804,2.772,,SG,,CON
524,imp,8/11/2021,2021223,dahlia,GOLO,2,P,32,1.505149978,2.772,,RY,,CON
525,imp,8/11/2021,2021223,eutrochium,GOLO,2,P,83,1.919078092,2.495,,RY,,CON
526,imp,8/11/2021,2021223,dahlia,GOLO,2,P,9,0.954242509,2.676,,SG,,CON
527,imp,8/11/2021,2021223,zinnia,GOLO,2,P,396,2.597695186,2.935,,SG,C,CON
528,imp,8/11/2021,2021223,dahlia,GOLO,2,A,0,0,2.708,,RY,C,CON
529,imp,8/11/2021,2021223,ageratum,GOLO,2,P,9,0.954242509,2.772,,SG,C,CON
530,imp,8/11/2021,2021223,celosia,GOLO,2,P,46,1.662757832,2.125,,RY,C,CON
531,imp,8/11/2021,2021223,dahlia,GOLO,2,A,0,0,2.476,,SG,,CON
532,imp,8/12/2021,2021224,celosia,LASA,2,P,1,0,2.293,,SG,,CUT
533,imp,8/12/2021,2021224,celosia,LASA,2,P,38,1.579783597,2.729,,RY,C,CUT
534,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,3.093,,RY,C,CUT
535,imp,8/12/2021,2021224,asters,LASA,2,P,570,2.755874856,2.652,,SG,,CUT
536,imp,8/12/2021,2021224,celosia,LASA,2,A,0,0,2.694,,SG,,CUT
537,imp,8/12/2021,2021224,celosia,LASA,2,P,5,0.698970004,2.666,,SG,C old,CUT
538,imp,8/12/2021,2021224,zinnia,LASA,2,P,1,0,2.833,,SG,,CUT
539,imp,8/12/2021,2021224,celosia,LASA,2,P,6,0.77815125,2.517,,RY,,CUT
540,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,2.793,,RY,,CUT
541,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,2.615,,RY,,CUT
542,imp,8/12/2021,2021224,helianthus,LASA,2,P,1,0,2.19,,RY,,CUT
543,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,2.842,,RY,,CUT
544,imp,8/12/2021,2021224,zinnia,LASA,2,P,18,1.255272505,2.854,,SG,,CUT
545,imp,8/12/2021,2021224,celosia,LASA,2,P,29,1.462397998,2.539,,RY,,CUT
546,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,2.658,,RY,C,CUT
547,imp,8/12/2021,2021224,zinnia,LASA,2,P,39,1.591064607,2.474,,SG,,CUT
548,imp,8/12/2021,2021224,zinnia,LASA,2,P,91,1.959041392,2.918,,SG,,CUT
549,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,2.587,,RY,,CUT
550,imp,8/12/2021,2021224,zinnia,LASA,2,P,3,0.477121255,2.588,,SG,,CUT
551,imp,8/12/2021,2021224,ageratum,LASA,2,P,27,1.431363764,2.247,,SG,,CUT
552,imp,8/12/2021,2021224,zinnia,LASA,2,P,6,0.77815125,2.519,,SG,,CUT
553,imp,8/12/2021,2021224,celosia,LASA,2,P,30,1.477121255,2.871,,RY,,CUT
554,imp,8/12/2021,2021224,celosia,LASA,2,A,0,0,2.408,,RY,,CUT
555,imp,8/12/2021,2021224,zinnia,LASA,2,P,3,0.477121255,2.753,,SG,small rods swimmers,CUT
556,imp,8/12/2021,2021224,zinnia,LASA,2,P,114,2.056904851,2.687,,SG,,CUT
557,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,2.769,,RY,C,CUT
558,imp,8/12/2021,2021224,zinnia,LASA,2,P,6,0.77815125,2.649,,SG,C,CUT
559,imp,8/12/2021,2021224,zinnia,LASA,2,A,0,0,2.525,,RY,,CUT
560,imp,8/12/2021,2021224,celosia,LASA,2,P,1,0,2.123,,SG,,CUT
561,imp,8/12/2021,2021224,zinnia,LASA,2,P,220,2.342422681,3.018,,SG,,CUT
562,imp,8/12/2021,2021224,celosia,LASA,2,P,6,0.77815125,2.411,,SG,,CUT
563,imp,8/12/2021,2021224,eutrochium,GOLO,2,P,40,1.602059991,2.012,,SG,,CON
564,imp,8/12/2021,2021224,eutrochium,GOLO,2,P,39,1.591064607,2.392,,RY,,CON
565,imp,8/12/2021,2021224,cilantro,GOLO,2,P,34,1.531478917,2.663,,RY,C,CON
566,imp,8/12/2021,2021224,basil,GOLO,2,P,84,1.924279286,2.728,,SG,,CON
567,imp,8/12/2021,2021224,eutrochium,GOLO,2,P,363,2.559906625,2.715,,SG,C,CON
568,imp,8/12/2021,2021224,eutrochium,GOLO,2,A,0,0,2.195,,RY,,CON
569,imp,8/12/2021,2021224,eutrochium,GOLO,2,P,1,0,2.171,,SG,,CON
570,imp,8/12/2021,2021224,eutrochium,GOLO,2,A,0,0,NA,,SG,wing crunched,CON
571,imp,8/12/2021,2021224,dahlia,GOLO,2,P,8,0.903089987,2.661,,RY,C missing some ringer solution so very dirty and hard to count,CON
572,imp,8/12/2021,2021224,cilantro,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/13/ RY,CON
573,imp,8/12/2021,2021224,cilantro,GOLO,2,NA,NA,NA,NA,,NA,dead 8/13/ RY,CON
574,imp,8/12/2021,2021224,dahlia,GOLO,2,P,2,0.301029996,2.626,,RY,,CON
575,imp,8/12/2021,2021224,eutrochium,GOLO,2,P,16,1.204119983,2.322,,RY,C,CON
576,imp,8/12/2021,2021224,basil,GOLO,2,NA,NA,NA,NA,,NA,C dead 8/13 RY,CON
577,imp,8/12/2021,2021224,snapdragon,GOLO,2,A,0,0,2.37,,RY,C,CON
578,imp,8/12/2021,2021224,basil,GOLO,2,P,7,0.84509804,2.654,,SG,C black guts (not dead),CON
579,imp,8/12/2021,2021224,eutrochium,GOLO,2,NA,NA,NA,NA,,NA,escaped 8/13 RY,CON
580,imp,8/12/2021,2021224,basil,GOLO,2,P,37,1.568201724,2.409,,RY,C,CON
581,imp,8/12/2021,2021224,basil,GOLO,2,P,62,1.792391689,2.438,,RY,,CON
582,imp,8/12/2021,2021224,cilantro,GOLO,2,NA,NA,NA,NA,,NA,dead 8/13 RY,CON
583,imp,8/12/2021,2021224,eutrochium,GOLO,2,A,0,0,2.022,,SG,C,CON
584,imp,8/12/2021,2021224,eutrochium,GOLO,2,P,16,1.204119983,2.406,,RY,,CON
585,imp,8/12/2021,2021224,dahlia,GOLO,2,P,21,1.322219295,2.16,,RY,,CON
586,imp,8/16/2021,2021228,silphium,SIMP,3,A,0,0,2.556,,RY,,CON
587,imp,8/16/2021,2021228,cosmos,SIMP,3,P,1,0,2.401,,RY,,CON
588,imp,8/16/2021,2021228,cosmos,SIMP,3,P,101,2.004321374,2.89,,SG,,CON
589,imp,8/16/2021,2021228,zinnia,SIMP,3,P,1,0,2.847,,RY,,CON
590,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,3.143,,SG,,CON
591,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.61,,SG,small rods,CON
592,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.44,,RY,,CON
593,imp,8/16/2021,2021228,silphium,SIMP,3,A,0,0,2.122,,SG,,CON
594,imp,8/16/2021,2021228,silphium,SIMP,3,A,0,0,2.71,,SG,,CON
595,imp,8/16/2021,2021228,silphium,SIMP,3,A,0,0,2.119,,SG,,CON
596,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.584,,RY,,CON
597,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.555,,SG,,CON
598,imp,8/16/2021,2021228,tomato,SIMP,3,P,7,0.84509804,2.846,,SG,,CON
599,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,NA,,SG,,CON
600,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.614,,SG,,CON
601,imp,8/16/2021,2021228,silphium,SIMP,3,P,6,0.77815125,1.863,,RY,,CON
602,imp,8/16/2021,2021228,cosmos,SIMP,3,P,103,2.012837225,2.883,,SG,small rods,CON
603,imp,8/16/2021,2021228,silphium,SIMP,3,A,0,0,3.228,,SG,,CON
604,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.57,,SG,,CON
605,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.656,,SG,yellow C load,CON
606,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.219,,RY,,CON
607,imp,8/16/2021,2021228,cosmos,SIMP,3,P,1,0,2.592,,SG,,CON
608,imp,8/16/2021,2021228,silphium,SIMP,3,P,1,0,2.138,,SG,,CON
609,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.851,,RY,,CON
610,imp,8/16/2021,2021228,tomato,SIMP,3,A,0,0,2.423,,RY,Cream C load,CON
611,imp,8/16/2021,2021228,tomato,SIMP,3,A,0,0,2.749,,RY,,CON
612,imp,8/16/2021,2021228,silphium,SIMP,3,NA,NA,NA,NA,,NA,dead,CON
613,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.861,,RY,,CON
614,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,3.023,,SG,,CON
615,imp,8/16/2021,2021228,silphium,SIMP,3,A,0,0,2.609,,RY,,CON
616,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.775,,RY,,CON
617,imp,8/16/2021,2021228,zinnia,SIMP,3,P,2,0.301029996,2.939,,SG,,CON
618,imp,8/16/2021,2021228,tomato,SIMP,3,A,0,0,2.503,,RY,,CON
619,imp,8/16/2021,2021228,cosmos,SIMP,3,P,11,1.041392685,2.411,,SG,,CON
620,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.566,,SG,,CON
621,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.336,,SG,,CON
622,imp,8/16/2021,2021228,zinnia,SIMP,3,A,0,0,2.614,,SG,,CON
623,imp,8/16/2021,2021228,cosmos,SIMP,3,P,61,1.785329835,2.396,,RY,,CON
624,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.747,,RY,,CON
625,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.527,,RY,,CON
626,imp,8/16/2021,2021228,cosmos,SIMP,3,A,0,0,2.712,,RY,,CON
627,imp,8/16/2021,2021228,silphium,SIMP,3,A,0,0,2.236,,RY,,CON
628,imp,8/16/2021,2021228,cosmos,SIMP,3,NA,NA,NA,NA,,NA,dead,CON
629,imp,8/16/2021,2021228,silphium,SIMP,3,P,78,1.892094603,1.884,,RY,,CON
630,imp,8/17/2021,2021229,cosmos,LAUR,3,P,30,1.477121255,2.461,,EK,,CUT
631,imp,8/17/2021,2021229,cosmos,LAUR,3,A,0,0,2.412,,SG,,CUT
632,imp,8/17/2021,2021229,cosmos,LAUR,3,P,4,0.602059991,2.56,,SG,,CUT
633,imp,8/17/2021,2021229,cosmos,LAUR,3,P,78,1.892094603,2.571,,RY,,CUT
634,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.442,,RY,,CUT
635,imp,8/17/2021,2021229,zinnia,LAUR,3,NA,NA,NA,NA,,NA,dead,CUT
636,gris,8/17/2021,2021229,cosmos,LAUR,3,P,97,1.986771734,NA,,EK,*mixed up IDs but we are pretty sure this is correct,CUT
637,gris,8/17/2021,2021229,cosmos,LAUR,3,P,278,2.444044796,3.151242,3.49,RY,triple tube mix up,CUT
638,imp,8/17/2021,2021229,zinnia,LAUR,3,P,10,1,2.869,,RY,,CUT
639,gris,8/17/2021,2021229,calendula,LAUR,3,P,129,2.11058971,NA,,EK,*mixed up IDS but pretty sure we are correct,CUT
640,gris,8/17/2021,2021229,zinnia,LAUR,3,P,166,2.220108088,3.071662,3.39,EK,,CUT
641,gris,8/17/2021,2021229,cosmos,LAUR,3,P,228,2.357934847,3.032,,SG,,CUT
642,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,3.002,,RY,,CUT
643,gris,8/17/2021,2021229,zinnia,LAUR,3,P,165,2.217483944,3.151242,3.49,SG,queen?,CUT
644,imp,8/17/2021,2021229,cosmos,LAUR,3,P,7,0.84509804,2.28,,EK,,CUT
645,bimac,8/17/2021,2021229,cosmos,LAUR,3,P,428,2.631443769,2.649888,2.86,SG,,CUT
646,gris,8/17/2021,2021229,cosmos,LAUR,3,NA,NA,NA,NA,,NA,"queen, died",CUT
647,imp,8/17/2021,2021229,cosmos,LAUR,3,P,65,1.812913357,2.555,,EK,,CUT
648,imp,8/17/2021,2021229,cosmos,LAUR,3,A,0,0,2.38,,RY,,CUT
649,imp,8/17/2021,2021229,ageratum,LAUR,3,A,0,0,2.553,,RY,,CUT
650,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.873,,SG,missing small intenstine,CUT
651,imp,8/17/2021,2021229,cosmos,LAUR,3,A,0,0,2.279,,RY,,CUT
652,imp,8/17/2021,2021229,zinnia,LAUR,3,P,41,1.612783857,3.045,,RY,,CUT
653,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.885,,RY,,CUT
654,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.481,,RY,,CUT
655,imp,8/17/2021,2021229,zinnia,LAUR,3,P,215,2.33243846,2.719,,EK,,CUT
656,imp,8/17/2021,2021229,zinnia,LAUR,3,NA,NA,NA,NA,,NA,escaped *,CUT
657,imp,8/17/2021,2021229,zinnia,LAUR,3,P,8,0.903089987,2.758,,SG,,CUT
658,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.756,,SG,,CUT
659,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.562,,SG,,CUT
660,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.799,,SG,,CUT
661,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.774,,SG,,CUT
662,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.841,,RY,,CUT
663,imp,8/17/2021,2021229,cosmos,LAUR,3,A,0,0,2.952,,RY,,CUT
664,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.664,,SG,,CUT
665,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.984,,SG,,CUT
666,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.7613,3,EK,,CUT
667,imp,8/17/2021,2021229,zinnia,LAUR,3,NA,NA,NA,NA,,NA,dead,CUT
668,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.431,,SG,,CUT
669,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.31,,EK,,CUT
670,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.779,,RY,,CUT
671,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.891,,SG,,CUT
672,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.395,,SG,old,CUT
673,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.43,,RY,*,CUT
674,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,NA,,RY,wing folded,CUT
675,imp,8/17/2021,2021229,zinnia,LAUR,3,P,92,1.963787827,2.744,,EK,,CUT
676,imp,8/17/2021,2021229,zinnia,LAUR,3,P,63,1.799340549,2.482,,EK,,CUT
677,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.637,,RY,,CUT
678,imp,8/17/2021,2021229,zinnia,LAUR,3,A,0,0,2.694,,SG,,CUT
679,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,26,1.414973348,2.407,,RY,,CON
680,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,25,1.397940009,2.15,,RY,,CON
681,imp,8/18/2021,2021230,dahlia,GOLO,3,P,2,0.301029996,2.935,,SG,,CON
682,vagans,8/18/2021,2021230,spiraea,GOLO,3,A,0,0,2.73,,SG,,CON
683,imp,8/18/2021,2021230,eutrochium,GOLO,3,A,0,0,2.957,,SG,,CON
684,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,19,1.278753601,2.358,,SG,,CON
685,imp,8/18/2021,2021230,eutrochium,GOLO,3,A,0,0,1.984,,RY,,CON
686,imp,8/18/2021,2021230,zinnia,GOLO,3,A,0,0,2.85,,RY,,CON
687,imp,8/18/2021,2021230,eutrochium,GOLO,3,A,0,0,2.531,,SG,,CON
688,vagans,8/18/2021,2021230,spiraea,GOLO,3,A,0,0,2.418,,SG,,CON
689,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,23,1.361727836,2.183,,SG,,CON
690,imp,8/18/2021,2021230,basil,GOLO,3,P,53,1.72427587,3.023,,RY,,CON
691,imp,8/18/2021,2021230,ageratum,GOLO,3,P,23,1.361727836,2.664,,RY,,CON
692,imp,8/18/2021,2021230,myosotis,GOLO,3,A,0,0,2.618,,RY,,CON
693,imp,8/18/2021,2021230,ageratum,GOLO,3,A,0,0,2.911,,SG,,CON
694,imp,8/18/2021,2021230,spiraea,GOLO,3,P,1,0,2.303,,RY,,CON
695,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,3,0.477121255,2.241,,RY,,CON
696,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,49,1.69019608,2.627,,SG,,CON
697,imp,8/18/2021,2021230,eutrochium,GOLO,3,A,0,0,2.554,,SG,,CON
698,imp,8/18/2021,2021230,dahlia,GOLO,3,P,62,1.792391689,2.766,,RY,,CON
699,imp,8/18/2021,2021230,zinnia,GOLO,3,A,0,0,2.895,,RY,,CON
700,imp,8/18/2021,2021230,eutrochium,GOLO,3,A,0,0,2.161,,RY,,CON
701,vagans,8/18/2021,2021230,spiraea,GOLO,3,A,0,0,2.129,,RY,,CON
702,imp,8/18/2021,2021230,tomato,GOLO,3,P,7,0.84509804,2.983,,RY,,CON
703,imp,8/18/2021,2021230,zinnia,GOLO,3,A,0,0,2.774,,SG,,CON
704,imp,8/18/2021,2021230,NA,GOLO,3,A,0,0,2.392,,RY,,CON
705,imp,8/18/2021,2021230,centaurea,GOLO,3,A,0,0,2.882,,RY,,CON
706,imp,8/18/2021,2021230,zinnia,GOLO,3,A,0,0,2.902,,RY,,CON
707,imp,8/18/2021,2021230,spiraea,GOLO,3,A,0,0,2.665,,RY,,CON
708,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,66,1.819543936,2.558,,SG,,CON
709,imp,8/18/2021,2021230,dahlia,GOLO,3,NA,NA,NA,NA,,NA,not used weird abdomen,CON
710,imp,8/18/2021,2021230,dahlia,GOLO,3,A,0,0,2.571,,RY,,CON
711,imp,8/18/2021,2021230,zinnia,GOLO,3,A,0,0,2.654,,RY,,CON
712,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,1,0,2.675,,SG,,CON
713,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,23,1.361727836,2.432,,RY,,CON
714,imp,8/18/2021,2021230,eutrochium,GOLO,3,NA,NA,NA,NA,,NA ,dead 8/19/21,CON
715,imp,8/18/2021,2021230,spiraea,GOLO,3,P,48,1.681241237,2.807,,RY,,CON
716,imp,8/18/2021,2021230,zinnia,GOLO,3,NA,NA,NA,NA,,NA,dead 8/19/21,CON
717,imp,8/18/2021,2021230,eutrochium,GOLO,3,P,30,1.477121255,2.426,,RY,,CON
718,NA,8/18/2021,2021230,NA,GOLO,3,P,35,1.544068044,3.684,,SG,"pinned, vagans/gris",CON
719,imp,8/18/2021,2021230,zinnia,GOLO,3,A,0,0,2.735,,RY,,CON
720,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.607,,RY,C,CUT
721,imp,8/19/2021,2021231,ageratum,LASA,3,P,71,1.851258349,2.175,2.27,SG,C,CUT
722,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.767,2.91,SG,C,CUT
723,imp,8/19/2021,2021231,zinnia,LASA,3,NA,NA,NA,NA,,NA,C,CUT
724,imp,8/19/2021,2021231,zinnia,LASA,3,NA,NA,NA,NA,,NA,C,CUT
725,imp,8/19/2021,2021231,zinnia,LASA,3,P,4,0.602059991,2.84,,RY,C,CUT
726,imp,8/19/2021,2021231,ageratum,LASA,3,P,24,1.380211242,2.632,,RY,C,CUT
727,imp,8/19/2021,2021231,ageratum,LASA,3,A,0,0,2.104,,RY,C,CUT
728,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.243,,SG,C,CUT
729,imp,8/19/2021,2021231,celosia,LASA,3,P,15,1.176091259,2.711,,RY,C,CUT
730,imp,8/19/2021,2021231,celosia,LASA,3,A,0,0,2.563,,RY,C,CUT
731,imp,8/19/2021,2021231,zinnia,LASA,3,P,23,1.361727836,NA,,SG,C,CUT
732,imp,8/19/2021,2021231,ageratum,LASA,3,A,0,0,2.365,2.6,SG,C,CUT
733,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.776,,RY,C,CUT
734,imp,8/19/2021,2021231,zinnia,LASA,3,P,74,1.86923172,2.787,3.03,SG,C,CUT
735,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.862,,SG,C,CUT
736,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.9,3.18,RY,,CUT
737,imp,8/19/2021,2021231,ageratum,LASA,3,P,22,1.342422681,2.798,,SG,,CUT
738,imp,8/19/2021,2021231,celosia,LASA,3,A,0,0,2.362,,RY,,CUT
739,imp,8/19/2021,2021231,zinnia,LASA,3,P,200,2.301029996,2.802,2.99,SG,,CUT
740,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.52,,RY,,CUT
741,imp,8/19/2021,2021231,celosia,LASA,3,P,1,0,2.244,2.48,RY,,CUT
742,imp,8/19/2021,2021231,celosia,LASA,3,NA,NA,NA,NA,,NA,dead,CUT
743,imp,8/19/2021,2021231,celosia,LASA,3,P,54,1.73239376,2.944,3.2,SG,,CUT
744,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.674,2.76,SG,,CUT
745,imp,8/19/2021,2021231,celosia,LASA,3,A,0,0,2.567,2.64,SG,,CUT
746,imp,8/19/2021,2021231,celosia,LASA,3,A,0,0,2.404,2.47,RY,,CUT
747,imp,8/19/2021,2021231,celosia,LASA,3,A,0,0,2.563,,RY,,CUT
748,imp,8/19/2021,2021231,celosia,LASA,3,A,0,0,NA,,RY,broken wing,CUT
749,imp,8/19/2021,2021231,celosia,LASA,3,P,23,1.361727836,2.376,,RY,,CUT
750,imp,8/19/2021,2021231,zinnia,LASA,3,P,71,1.851258349,2.716,2.93,SG,,CUT
751,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,3,,RY,,CUT
752,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.94,,RY,,CUT
753,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.873,,RY,,CUT
754,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.773,,RY,,CUT
755,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.485,2.83,SG,blackish guts,CUT
756,vagans,8/19/2021,2021231,snapdragon,LASA,3,P,87,1.939519253,2.809048,3.06,RY,,CUT
757,imp,8/19/2021,2021231,zinnia,LASA,3,P,64,1.806179974,2.77,3,SG,,CUT
758,imp,8/19/2021,2021231,celosia,LASA,3,A,0,0,2.634,2.95,SG,,CUT
759,imp,8/19/2021,2021231,zinnia,LASA,3,P,4,0.602059991,2.75,2.91,SG,,CUT
760,imp,8/19/2021,2021231,zinnia,LASA,3,A,0,0,2.866,3.22,SG,,CUT
